launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type
SL000167,2018-03-10,2018,3,Long March 4B,Taiyuan Satellite Launch,China,CASC,Astronomy,SSO,891,1,1,,0,0,0,24.3,Modern,orbital
SL000168,2017-02-05,2017,2,Antares,Cape Canaveral SLC-40,USA,Northrop,Weather,SSO,1996,1,1,,0,0,0,90.6,Modern,orbital
SL000169,1982-04-26,1982,4,Long March 2C,Wenchang Space Launch,China,CASC,Space Station Resupply,ISS,661,1,0,upper stage failure,0,0,0,17.3,Modern,orbital
SL000170,2023-07-23,2023,7,Kuaizhou-1A,Wenchang Space Launch,China,CASIC,Communications,GTO,10,1,1,,0,0,0,5.0,New Space,small-sat
SL000171,1980-08-25,1980,8,Titan II GLV,Mahia Peninsula LC-1,USA,USAF,IoT/Cubesat,SSO,1078,1,1,,0,0,0,,Cold War,orbital
SL000172,1993-07-03,1993,7,Space Shuttle,Vandenberg SFB SLC-4E,USA,NASA,Interplanetary,Interplanetary,3425,1,1,,0,0,0,1872.3,Cold War,orbital
SL000173,1978-01-06,1978,1,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,1743,1,1,,0,0,0,,Cold War,orbital
SL000174,2023-08-22,2023,8,GSLV Mk III (LVM3),Satish Dhawan Space Centre,India,ISRO,Technology Demonstration,LEO,2695,1,1,,0,0,0,57.9,Modern,orbital
SL000175,1972-08-06,1972,8,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Communications,GEO,17,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL000176,1965-05-17,1965,5,Voskhod,Kapustin Yar,USSR,OKB-1,Scientific,LEO,1517,1,1,,0,0,0,,Cold War,orbital
SL000177,1988-07-05,1988,7,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Earth Observation,LEO,311,1,1,,0,0,0,,Cold War,orbital
SL000178,2024-09-17,2024,9,Delta IV Medium,Kennedy Space Center LC-39A,USA,Boeing,Rideshare,LEO,1589,15,1,,0,0,0,106.9,Modern,orbital
SL000179,2021-08-24,2021,8,Angara-A5,Baikonur Cosmodrome,Russia,Khrunichev,Rideshare,LEO,12224,7,1,,0,0,0,103.5,Modern,orbital
SL000180,2013-03-16,2013,3,Delta IV Heavy,Cape Canaveral SLC-40,USA,ULA,Scientific,GTO,4696,1,1,,0,0,0,395.3,Modern,orbital
SL000181,2021-12-21,2021,12,Delta IV Heavy,Mahia Peninsula LC-1,USA,ULA,Astronomy,LEO,3202,1,1,,0,0,0,350.5,Modern,orbital
SL000182,2021-08-21,2021,8,Titan IV,Wallops Flight Facility,USA,Lockheed,Lunar,TLI,3389,1,1,,0,0,0,353.1,Post-Cold War,orbital
SL000183,1993-05-19,1993,5,Angara-A5,Svobodny / Vostochny,Russia,Khrunichev,Defense/Intelligence,SSO,10171,1,1,,0,0,0,123.4,Modern,orbital
SL000184,1982-05-20,1982,5,Thor-Delta,Cape Canaveral SLC-40,USA,NASA,Navigation/GPS,GEO,65,1,1,,0,0,0,,Cold War,orbital
SL000185,2015-12-27,2015,12,Soyuz-2.1a,Baikonur Cosmodrome,Russia,TsSKB,Rideshare,SSO,2435,1,1,,0,0,0,52.2,Modern,orbital
SL000186,2006-10-25,2006,10,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,IoT/Cubesat,SSO,21,1,1,,0,0,0,,Cold War,orbital
SL000187,1985-04-01,1985,4,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Weather,LEO,2826,1,1,,0,0,0,37.0,Cold War,orbital
SL000188,1968-01-18,1968,1,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,1107,1,1,,1,7,0,,Cold War,orbital
SL000189,2013-07-12,2013,7,ASLV,Satish Dhawan Space Centre,India,ISRO,Astronomy,LEO,52,1,0,engine failure,0,0,0,,Cold War,orbital
SL000190,1979-02-09,1979,2,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,81,1,0,structural failure,0,0,0,,Cold War,orbital
SL000191,2023-07-27,2023,7,Vega-C,Kourou ELS (Vega),Europe,Arianespace,Human Spaceflight,ISS,521,1,0,engine failure,1,7,0,40.8,New Space,small-sat
SL000192,1977-10-04,1977,10,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Defense/Intelligence,SSO,51,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL000193,1970-08-05,1970,8,Vostok-K,Kapustin Yar,USSR,OKB-1,Defense/Intelligence,LEO,1722,1,1,,0,0,0,,Cold War,orbital
SL000194,2018-11-20,2018,11,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Communications,GEO,701,1,1,,0,0,0,51.3,Post-Soviet,orbital
SL000195,1972-03-19,1972,3,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Communications,MEO,5293,1,1,,0,0,0,,Cold War,orbital
SL000196,1973-06-24,1973,6,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Earth Observation,LEO,6230,1,1,,0,0,0,,Cold War,orbital
SL000197,1999-07-26,1999,7,Juno I,Mahia Peninsula LC-1,USA,Army,Communications,MEO,4,1,1,,0,0,0,,Cold War,orbital
SL000198,2021-11-11,2021,11,Soyuz-ST,Baikonur Cosmodrome,Russia,TsSKB,Rideshare,LEO,1030,22,1,,0,0,0,46.8,Modern,orbital
SL000199,1974-02-12,1974,2,Titan III,Mahia Peninsula LC-1,Other,USAF,Human Spaceflight,ISS,3962,1,1,,1,6,0,,Cold War,orbital
SL000200,1981-05-26,1981,5,Vanguard,Mahia Peninsula LC-1,USA,NRL,Defense/Intelligence,GTO,2,1,1,,0,0,0,,Cold War,orbital
SL000201,2015-06-14,2015,6,Long March 2D,Jiuquan Satellite Launch,China,CASC,Human Spaceflight,ISS,575,1,1,,1,5,0,16.8,Modern,orbital
SL000202,2024-03-02,2024,3,Long March 3B,Jiuquan Satellite Launch,China,CASC,Space Station Module,LEO,4720,1,1,,0,0,0,80.0,Modern,orbital
SL000203,1992-01-27,1992,1,Delta II,SpaceX Starbase (Boca Chica),USA,Boeing,Navigation/GPS,MEO,977,1,1,,0,0,0,47.1,Modern,orbital
SL000204,1971-04-17,1971,4,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Human Spaceflight,LEO,184,1,1,,1,1,0,,Cold War,orbital
SL000205,1961-03-24,1961,3,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Technology Demonstration,LEO,883,1,1,,0,0,0,,Cold War,orbital
SL000206,1977-03-14,1977,3,Titan II GLV,SpaceX Starbase (Boca Chica),USA,USAF,Communications,GEO,1407,1,1,,0,0,0,,Cold War,orbital
SL000207,1970-05-20,1970,5,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Scientific,GEO,673,1,1,,0,0,0,,Cold War,orbital
SL000208,2007-02-16,2007,2,Minotaur I,SpaceX Starbase (Boca Chica),USA,Orbital ATK,Technology Demonstration,GTO,62,1,1,,0,0,0,37.8,Modern,orbital
SL000209,1970-06-27,1970,6,Voskhod,Kapustin Yar,USSR,OKB-1,Human Spaceflight,LEO,1489,1,1,,1,3,0,,Cold War,orbital
SL000210,1992-02-17,1992,2,Soyuz-2.1b,Svobodny / Vostochny,Russia,TsSKB,Rideshare,SSO,1444,1,1,,0,0,0,49.6,Modern,orbital
SL000211,2009-01-27,2009,1,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Military Reconnaissance,LEO,647,1,1,,0,0,0,98.0,Modern,orbital
SL000212,1998-03-04,1998,3,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Astronomy,HEO,881,1,1,,0,0,0,35.1,Post-Soviet,orbital
SL000213,1975-06-05,1975,6,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,51,1,1,,0,0,0,,Cold War,orbital
SL000214,2017-05-14,2017,5,Taurus,Wallops Flight Facility,USA,Orbital Sciences,Rideshare,SSO,251,1,1,,0,0,0,33.0,Post-Cold War,orbital
SL000215,2010-05-01,2010,5,Soyuz-2.1b,Svobodny / Vostochny,Russia,TsSKB,Navigation/GPS,MEO,1415,1,0,guidance failure,0,0,0,52.6,Modern,orbital
SL000216,2012-08-03,2012,8,Minotaur I,Mahia Peninsula LC-1,USA,Orbital ATK,Navigation/GPS,GEO,269,1,1,,0,0,0,35.3,Modern,orbital
SL000217,1970-06-19,1970,6,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Communications,GTO,113,1,1,,0,0,0,,Cold War,orbital
SL000218,1970-07-08,1970,7,Vostok-K,Kapustin Yar,USSR,OKB-1,Navigation/GPS,MEO,248,1,1,,0,0,0,,Cold War,orbital
SL000219,2022-01-01,2022,1,Ceres-1,Taiyuan Satellite Launch,China,Galactic Energy,Human Spaceflight,ISS,167,1,1,,1,6,0,,New Space,small-sat
SL000220,1986-05-20,1986,5,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,IoT/Cubesat,LEO,2360,1,1,,0,0,0,,Cold War,orbital
SL000221,1981-10-21,1981,10,Soyuz-U,Kennedy Space Center LC-39A,Other,TsSKB,Space Station Resupply,ISS,1161,1,1,,0,0,0,38.6,Cold War,orbital
SL000222,1991-12-01,1991,12,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Communications,LEO,20,1,1,,0,0,0,,Cold War,orbital
SL000223,2006-11-22,2006,11,Soyuz-FG,Baikonur Cosmodrome,Russia,TsSKB,Commercial Satellite,LEO,1023,1,1,,0,0,0,84.9,Modern,orbital
SL000224,2023-06-16,2023,6,Jupiter-C,Kennedy Space Center LC-39A,USA,Army,Commercial Satellite,GTO,3,3,1,,0,0,0,,Cold War,suborbital
SL000225,1980-03-24,1980,3,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Space Telescope,GEO,57,1,0,guidance failure,0,0,0,,Cold War,orbital
SL000226,2022-03-26,2022,3,Minotaur I,Cape Canaveral SLC-41,USA,Orbital ATK,Astronomy,GEO,61,1,0,range safety,0,0,0,33.3,Modern,orbital
SL000227,1962-03-14,1962,3,Vanguard,Mahia Peninsula LC-1,USA,NRL,Scientific,GEO,2,1,0,structural failure,0,0,0,,Cold War,orbital
SL000228,1996-08-01,1996,8,Long March 1,Xichang Satellite Launch,China,CASC,Human Spaceflight,ISS,130,1,1,,1,7,0,,Cold War,orbital
SL000229,2003-06-14,2003,6,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Interplanetary,Interplanetary,1185,1,1,,0,0,0,68.1,Modern,orbital
SL000230,1969-12-12,1969,12,Saturn V,Wallops Flight Facility,USA,NASA,Earth Observation,LEO,64863,1,1,,0,0,0,,Cold War,orbital
SL000231,1971-12-04,1971,12,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Communications,GTO,4698,1,1,,0,0,0,,Cold War,orbital
SL000232,1987-10-14,1987,10,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Space Telescope,LEO,13,1,1,,0,0,0,,Cold War,orbital
SL000233,2024-02-08,2024,2,Vega-C,Guiana Space Centre ELA-3,Europe,Arianespace,Weather,LEO,554,1,0,range safety,0,0,0,43.2,New Space,small-sat
SL000234,1999-02-08,1999,2,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Weather,SSO,342,1,1,,0,0,0,46.0,Post-Soviet,orbital
SL000235,2023-01-25,2023,1,Long March 7,Wenchang Space Launch,China,CASC,Defense/Intelligence,SSO,3361,1,1,,0,0,0,44.6,Modern,orbital
SL000236,2017-06-23,2017,6,Ariane 5 ECA,Guiana Space Centre ELA-3,Europe,Arianespace,Communications,GEO,5772,1,1,,0,0,0,207.7,Modern,orbital
SL000237,1989-08-01,1989,8,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Commercial Satellite,GEO,3534,1,1,,0,0,0,,Cold War,orbital
SL000238,2015-07-20,2015,7,Long March 2D,Jiuquan Satellite Launch,China,CASC,Space Station Resupply,ISS,859,1,1,,0,0,0,23.5,Modern,orbital
SL000239,1961-01-21,1961,1,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Human Spaceflight,LEO,59,1,0,upper stage failure,1,7,0,,Cold War,orbital
SL000240,1969-10-02,1969,10,Saturn IB,Cape Canaveral SLC-40,USA,NASA,Navigation/GPS,MEO,7462,1,1,,0,0,0,,Cold War,orbital
SL000241,2018-07-28,2018,7,Soyuz-2.1a,Plesetsk Cosmodrome,Russia,TsSKB,Military Reconnaissance,LEO,2661,1,1,,0,0,0,57.4,Modern,orbital
SL000242,2016-01-14,2016,1,Falcon 9 FT,Mahia Peninsula LC-1,USA,SpaceX,Human Spaceflight,LEO,4512,1,1,,1,2,0,80.1,New Space,orbital
SL000243,1977-07-04,1977,7,Vanguard,Vandenberg SFB SLC-4E,USA,NRL,Defense/Intelligence,GEO,1,1,0,structural failure,0,0,0,,Cold War,orbital
SL000244,1994-08-19,1994,8,Saturn IB,Cape Canaveral SLC-41,USA,NASA,Human Spaceflight,ISS,4307,1,1,,1,3,0,,Cold War,orbital
SL000245,2000-09-26,2000,9,Saturn V,Cape Canaveral SLC-40,USA,NASA,Technology Demonstration,HEO,15463,1,1,,0,0,0,,Cold War,orbital
SL000246,2020-07-23,2020,7,Long March 3B,Xichang Satellite Launch,China,CASC,Commercial Satellite,GEO,2034,3,1,,0,0,0,60.8,Modern,orbital
SL000247,1999-04-17,1999,4,Ariane 5 ECA,Guiana Space Centre ELA-3,Europe,Arianespace,Technology Demonstration,GEO,2115,1,1,,0,0,0,246.4,Modern,orbital
SL000248,1987-10-17,1987,10,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Space Telescope,GEO,679,1,1,,0,0,0,,Cold War,orbital
SL000249,1985-07-05,1985,7,Juno I,Mahia Peninsula LC-1,USA,Army,Defense/Intelligence,GEO,2,1,0,guidance failure,0,0,0,,Cold War,orbital
SL000250,1987-09-15,1987,9,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,2015,1,0,guidance failure,1,1,0,,Cold War,orbital
SL000251,2005-02-17,2005,2,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Military Reconnaissance,GTO,1151,1,1,,0,0,0,77.3,Modern,orbital
SL000252,2020-02-11,2020,2,New Shepard,SpaceX Starbase (Boca Chica),USA,Blue Origin,IoT/Cubesat,SSO,0,9,1,,0,0,0,0.6,New Space,suborbital
SL000253,1989-02-05,1989,2,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Military Reconnaissance,SSO,104,1,1,,0,0,0,,Cold War,orbital
SL000254,1978-04-28,1978,4,Long March 2C,Wenchang Space Launch,China,CASC,Human Spaceflight,ISS,770,1,1,,1,1,0,19.8,Modern,orbital
SL000255,1977-07-04,1977,7,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Navigation/GPS,GEO,10,1,1,,0,0,0,,Cold War,orbital
SL000256,2013-01-05,2013,1,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Commercial Satellite,GEO,2977,1,1,,0,0,0,81.9,Modern,orbital
SL000257,2018-08-07,2018,8,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,Lunar,TLI,431,1,1,,0,0,0,,Post-Cold War,orbital
SL000258,1969-01-05,1969,1,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Earth Observation,GTO,4049,1,1,,0,0,0,,Cold War,orbital
SL000259,1966-05-11,1966,5,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Human Spaceflight,LEO,3969,1,0,structural failure,1,1,0,,Cold War,orbital
SL000260,1999-02-15,1999,2,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Technology Demonstration,SSO,436,1,1,,0,0,0,36.9,Post-Soviet,orbital
SL000261,1971-06-03,1971,6,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Defense/Intelligence,LEO,1496,1,1,,0,0,0,,Cold War,orbital
SL000262,2018-11-27,2018,11,Saturn IB,Cape Canaveral SLC-41,USA,NASA,Earth Observation,SSO,2849,1,1,,0,0,0,,Cold War,orbital
SL000263,1981-06-15,1981,6,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Navigation/GPS,MEO,498,1,1,,0,0,0,,Cold War,orbital
SL000264,1971-01-01,1971,1,Vostok-K,Kapustin Yar,USSR,OKB-1,Defense/Intelligence,SSO,893,1,1,,0,0,0,,Cold War,orbital
SL000265,2022-01-13,2022,1,Long March 11,Xichang Satellite Launch,China,CASC,Human Spaceflight,ISS,117,1,1,,1,1,0,10.2,Modern,small-sat
SL000266,1973-01-19,1973,1,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,844,1,1,,1,1,0,,Cold War,orbital
SL000267,1980-08-03,1980,8,Vanguard,Cape Canaveral SLC-40,USA,NRL,Astronomy,GEO,3,1,1,,0,0,0,,Cold War,orbital
SL000268,1972-01-10,1972,1,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Defense/Intelligence,LEO,436,1,1,,0,0,0,,Cold War,orbital
SL000269,1969-08-27,1969,8,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,1487,1,1,,0,0,0,,Cold War,orbital
SL000270,1962-10-06,1962,10,Scout,Vandenberg SFB SLC-4E,USA,LTV,Technology Demonstration,SSO,34,1,1,,0,0,0,,Cold War,orbital
SL000271,1965-12-06,1965,12,Vanguard,Mahia Peninsula LC-1,USA,NRL,Scientific,LEO,1,1,0,engine failure,0,0,0,,Cold War,orbital
SL000272,1973-09-02,1973,9,Scout,SpaceX Starbase (Boca Chica),USA,LTV,Defense/Intelligence,GTO,16,1,1,,0,0,0,,Cold War,orbital
SL000273,1965-10-05,1965,10,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,525,1,1,,1,5,0,,Cold War,orbital
SL000274,1999-03-21,1999,3,Delta II,Mahia Peninsula LC-1,USA,Boeing,Interplanetary,Interplanetary,1481,1,1,,0,0,0,58.9,Modern,orbital
SL000275,2008-09-06,2008,9,SLV,Satish Dhawan Space Centre,India,ISRO,Space Telescope,SSO,5,1,1,,0,0,0,,Cold War,orbital
SL000276,1986-01-15,1986,1,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Space Telescope,LEO,62,1,0,guidance failure,0,0,0,,Cold War,orbital
SL000277,1982-06-02,1982,6,Mu-4S,Tanegashima Space Center,Japan,ISAS,Space Station Resupply,LEO,17,1,1,,0,0,0,,Cold War,orbital
SL000278,1992-07-03,1992,7,Ariane 1,Kourou ELA-4 (Ariane 6),Europe,CNES,Space Station Resupply,ISS,284,1,0,software,0,0,0,,Cold War,orbital
SL000279,2021-07-26,2021,7,Vanguard,Vandenberg SFB SLC-4E,USA,NRL,Scientific,GEO,2,1,1,,0,0,0,,Cold War,orbital
SL000280,2020-02-12,2020,2,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,IoT/Cubesat,SSO,1065,80,1,,0,0,0,,Post-Cold War,orbital
SL000281,1965-09-25,1965,9,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Scientific,GEO,141,1,1,,0,0,0,,Cold War,orbital
SL000282,1973-07-10,1973,7,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Communications,GEO,3442,1,1,,0,0,0,,Cold War,orbital
SL000283,1977-03-28,1977,3,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Defense/Intelligence,GTO,1822,1,1,,0,0,0,30.3,Cold War,orbital
SL000284,1978-10-15,1978,10,Atlas-Centaur,Wallops Flight Facility,USA,GD,Scientific,LEO,395,1,1,,0,0,0,,Cold War,orbital
SL000285,1997-08-24,1997,8,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Military Reconnaissance,SSO,144,1,1,,0,0,0,35.7,Post-Soviet,orbital
SL000286,1987-10-02,1987,10,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Space Telescope,LEO,1104,1,1,,0,0,0,,Cold War,orbital
SL000287,1965-12-11,1965,12,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Scientific,SSO,140,1,0,guidance failure,0,0,0,,Cold War,orbital
SL000288,1985-06-11,1985,6,Scout,Wallops Flight Facility,USA,LTV,Earth Observation,SSO,36,1,1,,0,0,0,,Cold War,orbital
SL000289,1993-05-24,1993,5,Soyuz-2.1a,Svobodny / Vostochny,Russia,TsSKB,Space Station Resupply,LEO,698,1,1,,0,0,0,42.9,Modern,orbital
SL000290,1969-12-21,1969,12,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Defense/Intelligence,LEO,1496,1,1,,0,0,0,,Cold War,orbital
SL000291,2019-04-27,2019,4,Titan IV,Mahia Peninsula LC-1,USA,Lockheed,IoT/Cubesat,LEO,7242,5,1,,0,0,0,503.9,Post-Cold War,orbital
SL000292,1965-09-11,1965,9,Atlas-Centaur,Vandenberg SFB SLC-4E,USA,GD,Human Spaceflight,ISS,1232,1,1,,1,3,0,,Cold War,orbital
SL000293,2022-03-22,2022,3,Long March 5,Jiuquan Satellite Launch,China,CASC,Interplanetary,Interplanetary,9635,1,1,,0,0,0,150.1,Modern,heavy
SL000294,1968-03-19,1968,3,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Earth Observation,LEO,114,1,1,,0,0,0,,Cold War,orbital
SL000295,2019-10-01,2019,10,Taurus,Cape Canaveral SLC-40,USA,Orbital Sciences,Space Station Resupply,ISS,229,1,1,,0,0,0,48.9,Post-Cold War,orbital
SL000296,2022-04-07,2022,4,Long March 5,Taiyuan Satellite Launch,China,CASC,Earth Observation,GEO,8721,1,1,,0,0,0,148.7,Modern,heavy
SL000297,2024-09-18,2024,9,Soyuz-2.1b,Svobodny / Vostochny,Russia,TsSKB,Technology Demonstration,LEO,1365,1,1,,0,0,0,54.3,Modern,orbital
SL000298,2017-09-23,2017,9,GSLV Mk II,Satish Dhawan Space Centre,India,ISRO,Lunar,TLI,1417,1,1,,0,0,0,56.7,Modern,orbital
SL000299,2015-06-24,2015,6,Titan IV,Kennedy Space Center LC-39A,USA,Lockheed,Technology Demonstration,GEO,7238,1,1,,0,0,0,546.7,Post-Cold War,orbital
SL000300,2004-01-17,2004,1,Thor-Delta,Cape Canaveral SLC-41,USA,NASA,Military Reconnaissance,SSO,112,1,0,structural failure,0,0,0,,Cold War,orbital
SL000301,2015-03-15,2015,3,Delta IV Medium,Cape Canaveral SLC-41,USA,Boeing,Weather,LEO,2222,1,1,,0,0,0,161.6,Modern,orbital
SL000302,1971-09-18,1971,9,Voskhod,Kapustin Yar,USSR,OKB-1,Defense/Intelligence,SSO,1221,1,1,,0,0,0,,Cold War,orbital
SL000303,1994-03-15,1994,3,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Communications,MEO,228,1,1,,0,0,0,43.3,Post-Soviet,orbital
SL000304,1993-01-09,1993,1,Angara-A5,Svobodny / Vostochny,Russia,Khrunichev,Earth Observation,GEO,7387,1,0,upper stage failure,0,0,0,84.4,Modern,orbital
SL000305,2020-05-19,2020,5,Pegasus XL,Mahia Peninsula LC-1,USA,Orbital Sciences,Technology Demonstration,LEO,102,1,1,,0,0,0,44.7,Post-Cold War,air-launch
SL000306,1989-03-17,1989,3,Space Shuttle,SpaceX Starbase (Boca Chica),USA,NASA,Earth Observation,GTO,9257,1,1,,0,0,0,1590.6,Cold War,orbital
SL000307,1985-01-19,1985,1,Space Shuttle,Cape Canaveral SLC-41,USA,NASA,Lunar,Interplanetary,8021,1,1,,0,0,0,1764.7,Cold War,orbital
SL000308,2004-03-10,2004,3,Ariane 1,Kourou ELS (Vega),Europe,CNES,Interplanetary,Interplanetary,286,1,1,,0,0,0,,Cold War,orbital
SL000309,1979-10-15,1979,10,Thor-Delta,Wallops Flight Facility,USA,NASA,Defense/Intelligence,LEO,81,1,1,,0,0,0,,Cold War,orbital
SL000310,1971-06-09,1971,6,Voskhod,Kapustin Yar,USSR,OKB-1,Defense/Intelligence,LEO,1499,1,1,,0,0,0,,Cold War,orbital
SL000311,1990-08-21,1990,8,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Lunar,TLI,164,1,0,engine failure,0,0,0,,Cold War,orbital
SL000312,1987-07-23,1987,7,Zenit-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Space Station Module,LEO,3195,1,1,,0,0,0,,Cold War,orbital
SL000313,1977-04-21,1977,4,Saturn IB,SpaceX Starbase (Boca Chica),USA,NASA,Defense/Intelligence,SSO,3844,1,1,,0,0,0,,Cold War,orbital
SL000314,1984-03-01,1984,3,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Scientific,LEO,31,1,1,,0,0,0,,Cold War,orbital
SL000315,1984-05-23,1984,5,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Scientific,LEO,2077,1,1,,0,0,0,,Cold War,orbital
SL000316,1982-02-10,1982,2,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Navigation/GPS,MEO,286,1,1,,0,0,0,,Cold War,orbital
SL000317,1985-01-11,1985,1,Saturn V,Kennedy Space Center LC-39A,USA,NASA,Space Station Module,LEO,46604,1,1,,0,0,0,,Cold War,orbital
SL000318,2008-07-10,2008,7,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Space Station Resupply,LEO,16,1,1,,0,0,0,,Cold War,orbital
SL000319,1981-06-08,1981,6,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Military Reconnaissance,HEO,2625,1,1,,0,0,0,,Cold War,orbital
SL000320,2023-07-23,2023,7,Minotaur I,Vandenberg SFB SLC-4E,USA,Orbital ATK,Interplanetary,TLI,107,1,1,,0,0,0,41.3,Modern,orbital
SL000321,2022-12-13,2022,12,Falcon 9 v1.0,Kennedy Space Center LC-39A,USA,SpaceX,Defense/Intelligence,GEO,3755,1,1,,0,0,0,64.5,New Space,orbital
SL000322,1990-06-02,1990,6,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Technology Demonstration,LEO,619,1,1,,0,0,0,,Cold War,orbital
SL000323,1982-06-21,1982,6,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Space Station Resupply,LEO,110,1,1,,0,0,0,,Cold War,orbital
SL000324,1994-07-23,1994,7,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Scientific,LEO,575,1,1,,0,0,0,30.4,Post-Soviet,orbital
SL000325,2019-03-01,2019,3,SLV,Satish Dhawan Space Centre,India,ISRO,Military Reconnaissance,SSO,4,1,1,,0,0,0,,Cold War,orbital
SL000326,2005-04-22,2005,4,Long March 4B,Jiuquan Satellite Launch,China,CASC,Astronomy,GTO,411,1,0,guidance failure,0,0,0,23.6,Modern,orbital
SL000327,2017-12-01,2017,12,Atlas-Centaur,Wallops Flight Facility,USA,GD,Navigation/GPS,MEO,974,1,1,,0,0,0,,Cold War,orbital
SL000328,1994-04-12,1994,4,Vostok-K,San Marco Platform,Other,OKB-1,Lunar,Interplanetary,774,1,1,,0,0,0,,Cold War,orbital
SL000329,2003-10-24,2003,10,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,IoT/Cubesat,LEO,4410,1,1,,0,0,0,80.8,Modern,orbital
SL000330,1980-12-23,1980,12,Voskhod,Kapustin Yar,USSR,OKB-1,Communications,MEO,557,1,0,engine failure,0,0,0,,Cold War,orbital
SL000331,2012-08-15,2012,8,ASLV,Satish Dhawan Space Centre,India,ISRO,Space Station Resupply,LEO,12,1,0,engine failure,0,0,0,,Cold War,orbital
